Index,NASDAQ100
Symbol,^NDX
Date,Open,High,Low,Close,Adj Close,Volume
1991-07-01,254.19500732421875,272.3450012207031,249.9949951171875,272.1549987792969,272.1549987792969,6196220000
1991-08-01,272.1549987792969,290.9150085449219,263.54998779296875,287.4049987792969,287.4049987792969,6548800000
1991-09-01,287.4049987792969,290.43499755859375,276.32501220703125,287.5350036621094,287.5350036621094,6437300000
1991-10-01,287.5350036621094,297.7650146484375,276.510009765625,292.5050048828125,292.5050048828125,8141860000
1991-11-01,292.5050048828125,304.54998779296875,277.8999938964844,284.7900085449219,284.7900085449219,7400300000
1991-12-01,284.7900085449219,332.5799865722656,281.0950012207031,330.8550109863281,330.8550109863281,7264720000
1992-01-01,330.8550109863281,357.70001220703125,322.55999755859375,338.31500244140625,338.31500244140625,11211080000
1992-02-01,338.31500244140625,356.2799987792969,332.9750061035156,345.8800048828125,345.8800048828125,8439140000
1992-03-01,345.8800048828125,348.3949890136719,320.1549987792969,323.04998779296875,323.04998779296875,8096440000
1992-04-01,323.04998779296875,326.7900085449219,291.3550109863281,307.8599853515625,307.8599853515625,7893420000
1992-05-01,307.8599853515625,317.2650146484375,300.5350036621094,315.2950134277344,315.2950134277344,6229960000
1992-06-01,315.2950134277344,319.2250061035156,288.010009765625,301.2300109863281,301.2300109863281,7179260000
1992-07-01,301.2300109863281,311.7550048828125,292.79998779296875,310.8949890136719,310.8949890136719,7183300000
1992-08-01,310.8949890136719,313.4849853515625,287.635009765625,299.260009765625,299.260009765625,6166700000
1992-09-01,299.260009765625,324.69000244140625,298.1050109863281,313.18499755859375,313.18499755859375,7401540000
1992-10-01,313.18499755859375,332.4649963378906,291.9649963378906,329.1549987792969,329.1549987792969,8447380000
1992-11-01,329.1549987792969,351.2900085449219,324.9800109863281,350.9599914550781,350.9599914550781,8809260000
1992-12-01,350.9599914550781,363.2049865722656,344.7950134277344,360.18499755859375,360.18499755859375,9899420000
1993-01-01,360.18499755859375,384.67498779296875,355.3599853515625,370.55999755859375,370.55999755859375,10374920000
1993-02-01,370.55999755859375,379.260009765625,337.1449890136719,351.1400146484375,351.1400146484375,9947220000
1993-03-01,351.1400146484375,366.5350036621094,345.42999267578125,359.4200134277344,359.4200134277344,10238300000
1993-04-01,359.4200134277344,360.7449951171875,326.55999755859375,339.94500732421875,339.94500732421875,9774000000
1993-05-01,339.94500732421875,376.5299987792969,339.94500732421875,368.1099853515625,368.1099853515625,10212920000
1993-06-01,368.1099853515625,374.9150085449219,352.7550048828125,366.125,366.125,10742620000
1993-07-01,366.125,366.5150146484375,346.5150146484375,352.864990234375,352.864990234375,10382600000
1993-08-01,352.864990234375,379.6400146484375,352.864990234375,372.6499938964844,372.6499938964844,11424120000
1993-09-01,372.6499938964844,388.3299865722656,358.0249938964844,382.7149963378906,382.7149963378906,11553360000
1993-10-01,382.7149963378906,396.2049865722656,375.635009765625,390.9849853515625,390.9849853515625,13401580000
1993-11-01,390.9849853515625,396.875,371.82501220703125,386.760009765625,386.760009765625,12493760000
1993-12-01,386.760009765625,401.80999755859375,381.8399963378906,398.2799987792969,398.2799987792969,12450260000
1994-01-01,398.260009765625,415.4200134277344,392.04998779296875,413.989990234375,413.989990234375,6683340000
1994-02-01,413.989990234375,413.989990234375,392.3299865722656,412.1700134277344,412.1700134277344,5993960000
1994-03-01,412.1700134277344,418.989990234375,372.32000732421875,382.9599914550781,382.9599914550781,7321980000
1994-04-01,382.9599914550781,391.94000244140625,352.1199951171875,373.25,373.25,5623380000
1994-05-01,373.25,381.30999755859375,353.42999267578125,378.8500061035156,378.8500061035156,5743170000
1994-06-01,378.8500061035156,385.1600036621094,350.0299987792969,360.29998779296875,360.29998779296875,6016150000
1994-07-01,360.29998779296875,373.42999267578125,352.739990234375,370.1600036621094,370.1600036621094,5335860000
1994-08-01,370.1600036621094,402.8699951171875,363.80999755859375,397.8999938964844,397.8999938964844,6695930000
1994-09-01,397.8999938964844,407.1000061035156,386.1099853515625,393.8500061035156,393.8500061035156,5964610000
1994-10-01,393.8500061035156,416.0899963378906,376.79998779296875,413.04998779296875,413.04998779296875,6625590000
1994-11-01,413.04998779296875,417.54998779296875,390.8900146484375,404.82000732421875,404.82000732421875,6188120000
1994-12-01,404.82000732421875,406.5299987792969,379.9599914550781,404.2699890136719,404.2699890136719,6169730000
1995-01-01,404.2699890136719,419.9800109863281,394.5899963378906,405.3299865722656,405.3299865722656,6429730000
1995-02-01,405.3299865722656,435.20001220703125,405.3299865722656,432.5,432.5,6206060000
1995-03-01,432.5,462.989990234375,429.04998779296875,447.1499938964844,447.1499938964844,7601700000
1995-04-01,447.1499938964844,470.489990234375,438.3800048828125,469.55999755859375,469.55999755859375,6910700000
1995-05-01,469.55999755859375,509.239990234375,463.3800048828125,488.1000061035156,488.1000061035156,8133750000
1995-06-01,488.1000061035156,546.5700073242188,486.07000732421875,538.030029296875,538.030029296875,8795140000
1995-07-01,538.030029296875,600.010009765625,530.4000244140625,568.8800048828125,568.8800048828125,9056140000
1995-08-01,568.8800048828125,601.6500244140625,541.6400146484375,576.77001953125,576.77001953125,9882930000
1995-09-01,576.77001953125,613.780029296875,557.260009765625,585.0800170898438,585.0800170898438,8983540000
1995-10-01,585.0800170898438,613.0,527.8900146484375,598.780029296875,598.780029296875,9660490000
1995-11-01,598.780029296875,623.530029296875,562.5,593.719970703125,593.719970703125,9544310000
1995-12-01,593.719970703125,604.1300048828125,540.969970703125,576.22998046875,576.22998046875,9972500000
1996-01-01,576.22998046875,591.8400268554688,526.7999877929688,591.8200073242188,591.8200073242188,11336210000
1996-02-01,591.8200073242188,647.3400268554688,589.010009765625,622.8300170898438,622.8300170898438,10690430000
1996-03-01,622.8300170898438,637.9199829101562,585.3300170898438,609.6900024414062,609.6900024414062,10648850000
1996-04-01,609.6900024414062,669.739990234375,597.4199829101562,666.72998046875,666.72998046875,11951730000
1996-05-01,666.72998046875,700.6500244140625,646.02001953125,692.3900146484375,692.3900146484375,14550600000
1996-06-01,692.3900146484375,704.0900268554688,648.9299926757812,677.2999877929688,677.2999877929688,11479100000
1996-07-01,677.4000244140625,687.9500122070312,572.7899780273438,636.010009765625,636.010009765625,11807920000
1996-08-01,636.010009765625,685.1500244140625,635.3599853515625,663.5700073242188,663.5700073242188,9696450000
1996-09-01,663.5700073242188,757.8300170898438,650.47998046875,737.5700073242188,737.5700073242188,10646990000
1996-10-01,737.5800170898438,794.0800170898438,727.1400146484375,751.989990234375,751.989990234375,12543840000
1996-11-01,751.989990234375,836.1500244140625,748.969970703125,834.010009765625,834.010009765625,10973580000
1996-12-01,834.010009765625,873.0,798.1300048828125,821.3599853515625,821.3599853515625,11852910000
1997-01-01,821.3599853515625,938.1099853515625,806.1699829101562,921.5499877929688,921.5499877929688,14074400000
1997-02-01,921.5499877929688,928.3099975585938,835.8699951171875,850.4600219726562,850.4600219726562,12037800000
1997-03-01,850.4600219726562,874.280029296875,784.5399780273438,797.0599975585938,797.0599975585938,11834210000
1997-04-01,797.0599975585938,877.9500122070312,779.1699829101562,874.739990234375,874.739990234375,12452400000
1997-05-01,874.739990234375,988.4000244140625,852.0999755859375,958.8499755859375,958.8499755859375,12905590000
1997-06-01,958.8499755859375,993.1599731445312,915.9600219726562,957.2999877929688,957.2999877929688,12580930000
1997-07-01,957.2999877929688,1110.27001953125,947.780029296875,1107.030029296875,1107.030029296875,14331570000
1997-08-01,1107.030029296875,1151.8199462890625,1060.8800048828125,1074.050048828125,1074.050048828125,13420440000
1997-09-01,1074.1700439453125,1139.699951171875,1074.1700439453125,1097.1600341796875,1097.1600341796875,14680150000
1997-10-01,1097.1700439453125,1153.8900146484375,925.9199829101562,1019.6199951171875,1019.6199951171875,18850990000
1997-11-01,1019.6199951171875,1073.969970703125,971.6099853515625,1050.510009765625,1050.510009765625,11687640000
1997-12-01,1050.510009765625,1085.3499755859375,937.219970703125,990.8300170898438,990.8300170898438,14926610000
1998-01-01,990.7999877929688,1082.0799560546875,933.010009765625,1071.1300048828125,1071.1300048828125,13738080000
1998-02-01,1071.1300048828125,1213.0899658203125,1071.1300048828125,1194.1300048828125,1194.1300048828125,14564140000
1998-03-01,1194.1300048828125,1230.9200439453125,1123.8599853515625,1220.6600341796875,1220.6600341796875,16973400000
1998-04-01,1220.6600341796875,1310.0999755859375,1172.8699951171875,1248.1199951171875,1248.1199951171875,17292480000
1998-05-01,1248.1199951171875,1280.280029296875,1180.22998046875,1192.0699462890625,1192.0699462890625,14377770000
1998-06-01,1192.0699462890625,1347.43994140625,1157.8800048828125,1337.3399658203125,1337.3399658203125,15899310000
1998-07-01,1337.3399658203125,1485.969970703125,1326.0699462890625,1377.260009765625,1377.260009765625,17597450000
1998-08-01,1377.260009765625,1421.4000244140625,1140.030029296875,1140.3399658203125,1140.3399658203125,15716150000
1998-09-01,1140.3399658203125,1413.1600341796875,1118.1199951171875,1345.47998046875,1345.47998046875,15884050000
1998-10-01,1345.47998046875,1414.5999755859375,1063.27001953125,1400.52001953125,1400.52001953125,19397870000
1998-11-01,1400.52001953125,1634.4000244140625,1395.530029296875,1557.9599609375,1557.9599609375,17697660000
1998-12-01,1557.9599609375,1848.3599853515625,1535.1800537109375,1836.010009765625,1836.010009765625,19075670000
1999-01-01,1836.010009765625,2128.18994140625,1833.4300537109375,2127.18994140625,2127.18994140625,20526060000
1999-02-01,2127.18994140625,2150.830078125,1864.9000244140625,1925.280029296875,1925.280029296875,17439250000
1999-03-01,1925.969970703125,2168.68994140625,1870.3699951171875,2106.389892578125,2106.389892578125,21196320000
1999-04-01,2106.389892578125,2283.550048828125,1952.3599853515625,2136.389892578125,2136.389892578125,23426400000
1999-05-01,2136.389892578125,2239.860107421875,1960.550048828125,2089.699951171875,2089.699951171875,18519390000
1999-06-01,2089.699951171875,2320.429931640625,1987.4000244140625,2296.77001953125,2296.77001953125,19607990000
1999-07-01,2296.77001953125,2468.419921875,2233.14990234375,2270.929931640625,2270.929931640625,20915660000
1999-08-01,2270.929931640625,2467.4599609375,2120.260009765625,2396.8701171875,2396.8701171875,20246710000
1999-09-01,2396.8701171875,2551.659912109375,2345.219970703125,2407.89990234375,2407.89990234375,21333490000
1999-10-01,2407.699951171875,2651.1201171875,2299.949951171875,2637.43994140625,2637.43994140625,22684970000
1999-11-01,2637.0400390625,3151.77001953125,2612.389892578125,2966.7099609375,2966.7099609375,28754050000
1999-12-01,2970.0400390625,3750.409912109375,2956.7900390625,3707.830078125,3707.830078125,31236210000
2000-01-01,3755.739990234375,3905.10009765625,3314.75,3570.050048828125,3570.050048828125,33421060000
2000-02-01,3580.2900390625,4297.4599609375,3544.929931640625,4266.93994140625,4266.93994140625,35644700000
2000-03-01,4275.72021484375,4816.35009765625,4049.97998046875,4397.83984375,4397.83984375,43200490000
2000-04-01,4355.7001953125,4355.7001953125,3107.419921875,3773.179931640625,3773.179931640625,35147970000
2000-05-01,3789.199951171875,3871.929931640625,2897.27001953125,3324.080078125,3324.080078125,30831980000
2000-06-01,3331.800048828125,3990.2099609375,3331.800048828125,3763.7900390625,3763.7900390625,33352380000
2000-07-01,3763.7900390625,4089.0400390625,3437.590087890625,3609.35009765625,3609.35009765625,30916110000
2000-08-01,3609.35009765625,4080.47998046875,3341.830078125,4077.590087890625,4077.590087890625,33222920000
2000-09-01,4084.110107421875,4147.18994140625,3505.179931640625,3570.610107421875,3570.610107421875,34727330000
2000-10-01,3613.739990234375,3613.860107421875,2956.199951171875,3282.300048828125,3282.300048828125,44129010000
2000-11-01,3214.39990234375,3369.469970703125,2426.409912109375,2506.5400390625,2506.5400390625,38181910000
2000-12-01,2566.679931640625,2990.830078125,2174.760009765625,2341.699951171875,2341.699951171875,44347190000
2001-01-01,2341.280029296875,2771.6298828125,2087.320068359375,2593.0,2593.0,49399780000
2001-02-01,2586.239990234375,2627.389892578125,1880.469970703125,1908.3199462890625,1908.3199462890625,36428040000
2001-03-01,1879.8399658203125,2029.010009765625,1530.1400146484375,1573.25,1573.25,44719260000
2001-04-01,1569.6600341796875,1981.9000244140625,1348.52001953125,1855.1500244140625,1855.1500244140625,42649960000
2001-05-01,1854.6700439453125,2073.97998046875,1768.6199951171875,1799.8900146484375,1799.8900146484375,41465750000
2001-06-01,1826.02001953125,1963.8299560546875,1655.260009765625,1830.18994140625,1830.18994140625,36577380000
2001-07-01,1831.4200439453125,1864.199951171875,1580.5699462890625,1683.6099853515625,1683.6099853515625,32812530000
2001-08-01,1713.6700439453125,1766.5799560546875,1438.9100341796875,1469.699951171875,1469.699951171875,32437350000
2001-09-01,1466.3199462890625,1502.6700439453125,1088.9599609375,1168.3699951171875,1168.3699951171875,30829450000
2001-10-01,1161.739990234375,1487.4000244140625,1131.3199462890625,1364.780029296875,1364.780029296875,43885890000
2001-11-01,1381.699951171875,1644.3800048828125,1358.719970703125,1596.050048828125,1596.050048828125,38324730000
2001-12-01,1576.260009765625,1734.5799560546875,1557.1800537109375,1577.050048828125,1577.050048828125,35539380000
2002-01-01,1590.7099609375,1710.22998046875,1481.4599609375,1550.1700439453125,1550.1700439453125,39095980000
2002-02-01,1544.4200439453125,1561.239990234375,1329.9300537109375,1359.219970703125,1359.219970703125,34022690000
2002-03-01,1373.1500244140625,1573.4200439453125,1370.3199462890625,1452.81005859375,1452.81005859375,34619370000
2002-04-01,1440.3800048828125,1481.739990234375,1228.93994140625,1277.0699462890625,1277.0699462890625,38648510000
2002-05-01,1273.6300048828125,1350.5400390625,1142.25,1208.3399658203125,1208.3399658203125,39802810000
2002-06-01,1205.199951171875,1213.1800537109375,979.8699951171875,1051.4100341796875,1051.4100341796875,36638230000
2002-07-01,1044.47998046875,1066.280029296875,869.1699829101562,962.0999755859375,962.0999755859375,45237670000
2002-08-01,954.5599975585938,1052.489990234375,856.3499755859375,942.3800048828125,942.3800048828125,31490760000
2002-09-01,928.5,978.4600219726562,825.7999877929688,832.52001953125,832.52001953125,29029680000
2002-10-01,841.2899780273438,1007.719970703125,795.25,989.5399780273438,989.5399780273438,38730160000
2002-11-01,981.239990234375,1134.5999755859375,972.3400268554688,1116.0999755859375,1116.0999755859375,35673650000
2002-12-01,1144.2099609375,1155.6800537109375,977.5900268554688,984.3699951171875,984.3699951171875,29122630000
2003-01-01,995.6400146484375,1104.3199462890625,968.3400268554688,983.0499877929688,983.0499877929688,30898030000
2003-02-01,987.3699951171875,1019.25,938.52001953125,1009.739990234375,1009.739990234375,24374040000
2003-03-01,1015.8699951171875,1099.6099853515625,946.7899780273438,1018.6599731445312,1018.6599731445312,31136990000
2003-04-01,1025.02001953125,1126.5799560546875,1015.4600219726562,1106.06005859375,1106.06005859375,30761430000
2003-05-01,1104.3800048828125,1201.25,1094.4200439453125,1197.8900146484375,1197.8900146484375,38423310000
2003-06-01,1210.77001953125,1265.68994140625,1180.010009765625,1201.68994140625,1201.68994140625,41170990000
2003-07-01,1195.300048828125,1316.4200439453125,1180.1099853515625,1276.93994140625,1276.93994140625,38212570000
2003-08-01,1274.6099853515625,1344.739990234375,1204.2900390625,1341.199951171875,1341.199951171875,30294060000
2003-09-01,1347.6400146484375,1406.6099853515625,1302.260009765625,1303.699951171875,1303.699951171875,39917180000
2003-10-01,1312.4300537109375,1443.1800537109375,1306.3299560546875,1416.3900146484375,1416.3900146484375,41226870000
2003-11-01,1423.1300048828125,1453.4599609375,1357.25,1424.25,1424.25,34049930000
2003-12-01,1434.0999755859375,1474.239990234375,1372.8699951171875,1467.9200439453125,1467.9200439453125,35470880000
2004-01-01,1474.1600341796875,1559.469970703125,1458.510009765625,1493.0799560546875,1493.0799560546875,45972690000
2004-02-01,1497.780029296875,1524.0899658203125,1452.489990234375,1470.3800048828125,1470.3800048828125,35411970000
2004-03-01,1476.0400390625,1494.6700439453125,1368.0799560546875,1438.4100341796875,1438.4100341796875,42497500000
2004-04-01,1438.9100341796875,1508.3699951171875,1401.3599853515625,1401.3599853515625,1401.3599853515625,40153120000
2004-05-01,1409.06005859375,1469.22998046875,1372.4599609375,1466.219970703125,1466.219970703125,32652780000
2004-06-01,1457.7099609375,1523.47998046875,1445.2099609375,1516.6400146484375,1516.6400146484375,32602090000
2004-07-01,1514.8199462890625,1514.8199462890625,1359.199951171875,1400.3900146484375,1400.3900146484375,35711700000
2004-08-01,1390.2099609375,1408.31005859375,1301.9300537109375,1368.6800537109375,1368.6800537109375,30823660000
2004-09-01,1363.27001953125,1440.81005859375,1360.5799560546875,1412.739990234375,1412.739990234375,31295080000
2004-10-01,1426.3800048828125,1496.97998046875,1416.2900390625,1486.719970703125,1486.719970703125,35975380000
2004-11-01,1486.25,1593.1600341796875,1479.8599853515625,1571.5,1571.5,37928210000
2004-12-01,1578.25,1635.699951171875,1577.77001953125,1621.1199951171875,1621.1199951171875,44379920000
2005-01-01,1628.75,1635.449951171875,1480.6600341796875,1519.6300048828125,1519.6300048828125,43135970000
2005-02-01,1521.0,1561.1700439453125,1489.989990234375,1511.02001953125,1511.02001953125,36626560000
2005-03-01,1516.6300048828125,1552.530029296875,1458.260009765625,1482.530029296875,1482.530029296875,39780380000
2005-04-01,1491.8299560546875,1503.2099609375,1394.3599853515625,1420.7900390625,1420.7900390625,37517930000
2005-05-01,1421.9000244140625,1551.1199951171875,1415.5999755859375,1542.6300048828125,1542.6300048828125,34223410000
2005-06-01,1541.72998046875,1568.9599609375,1490.02001953125,1493.52001953125,1493.52001953125,36702320000
2005-07-01,1497.02001953125,1619.949951171875,1484.1800537109375,1605.1400146484375,1605.1400146484375,32702310000
2005-08-01,1609.739990234375,1628.5699462890625,1551.31005859375,1581.7099609375,1581.7099609375,34238710000
2005-09-01,1581.22998046875,1619.1199951171875,1551.81005859375,1601.6600341796875,1601.6600341796875,34790080000
2005-10-01,1603.469970703125,1617.77001953125,1515.4200439453125,1579.1800537109375,1579.1800537109375,36500900000
2005-11-01,1572.969970703125,1704.4200439453125,1570.75,1672.56005859375,1672.56005859375,31942420000
2005-12-01,1683.3900146484375,1716.6500244140625,1641.8599853515625,1645.199951171875,1645.199951171875,32737380000
2006-01-01,1654.3900146484375,1761.4599609375,1633.6199951171875,1710.75,1710.75,41775220000
2006-02-01,1697.1199951171875,1714.280029296875,1637.260009765625,1670.5699462890625,1670.5699462890625,37103890000
2006-03-01,1675.9200439453125,1720.199951171875,1634.25,1703.6600341796875,1703.6600341796875,47567350000
2006-04-01,1715.1199951171875,1750.22998046875,1684.3499755859375,1700.7099609375,1700.7099609375,39227480000
2006-05-01,1706.800048828125,1721.1300048828125,1554.760009765625,1579.5799560546875,1579.5799560546875,45923780000
2006-06-01,1581.0799560546875,1626.2900390625,1511.530029296875,1575.22998046875,1575.22998046875,43418010000
2006-07-01,1580.6300048828125,1586.43994140625,1446.77001953125,1509.4300537109375,1509.4300537109375,36405330000
2006-08-01,1498.1700439453125,1586.5999755859375,1476.06005859375,1579.72998046875,1579.72998046875,38177580000
2006-09-01,1589.2099609375,1666.030029296875,1558.1700439453125,1654.1300048828125,1654.1300048828125,37304950000
2006-10-01,1650.3199462890625,1745.7900390625,1623.0699462890625,1732.5400390625,1732.5400390625,42714580000
2006-11-01,1738.550048828125,1824.2099609375,1693.18994140625,1791.25,1791.25,38943340000
2006-12-01,1790.6300048828125,1821.1800537109375,1746.0699462890625,1756.9000244140625,1756.9000244140625,35073670000
2007-01-01,1769.219970703125,1847.5400390625,1731.7099609375,1792.280029296875,1792.280029296875,42688490000
2007-02-01,1801.5999755859375,1851.469970703125,1746.2900390625,1761.5999755859375,1761.5999755859375,39700560000
2007-03-01,1729.030029296875,1807.4300537109375,1710.969970703125,1772.3599853515625,1772.3599853515625,43563900000
2007-04-01,1775.9200439453125,1896.77001953125,1761.6500244140625,1867.75,1867.75,39717000000
2007-05-01,1872.3399658203125,1931.0999755859375,1857.3299560546875,1928.18994140625,1928.18994140625,44252460000
2007-06-01,1934.739990234375,1948.5799560546875,1876.52001953125,1934.0999755859375,1934.0999755859375,45340310000
2007-07-01,1943.280029296875,2060.2900390625,1931.989990234375,1932.06005859375,1932.06005859375,45107360000
2007-08-01,1929.0899658203125,1995.0,1805.6600341796875,1988.72998046875,1988.72998046875,52126030000
2007-09-01,1989.280029296875,2101.9599609375,1943.27001953125,2091.110107421875,2091.110107421875,35257250000
2007-10-01,2092.60009765625,2239.22998046875,2088.7900390625,2238.97998046875,2238.97998046875,48751620000
2007-11-01,2223.52001953125,2226.8798828125,1980.1800537109375,2089.10009765625,2089.10009765625,50214790000
2007-12-01,2080.10009765625,2147.679931640625,1999.5899658203125,2084.929931640625,2084.929931640625,37753390000
2008-01-01,2085.530029296875,2094.219970703125,1693.06005859375,1841.4200439453125,1841.4200439453125,55211960000
